Rank,Player Team (Bye),POS,CBS,Sleeper,RTSports,AVG
41,Andre Johnson,WR15,42.0,,,43.8
42,Amari Cooper,WR16,57.0,,,47.0
43,Greg Olsen,TE4,45.0,,,47.0
44,Ben Roethlisberger,QB6,38.0,,,47.2
45,Julian Edelman,WR17,41.0,,,47.2
46,Andre Ellington,RB19,39.0,,,48.3
47,Golden Tate,WR18,46.0,,,50.7
48,Jonathan Stewart,RB20,65.0,,,52.5
49,Travis Kelce KC (9),TE5,52.0,,,52.5
50,Keenan Allen,WR19,59.0,,,54.2
51,Jeremy Maclin,WR20,47.0,,,54.5
52,Joseph Randle,RB21,51.0,,,55.0
53,DeSean Jackson,WR21,67.0,,,55.2
54,Matt Ryan,QB7,48.0,,,57.0
55,Arian Foster,RB22,54.0,,,58.2
56,Tony Romo,QB8,50.0,,,58.2
57,Sammy Watkins,WR22,72.0,,,59.2
58,Tom Brady,QB9,56.0,,,61.0
59,Brandon Marshall,WR23,69.0,,,61.0
60,Jarvis Landry,WR24,63.0,,,62.8
61,Martellus Bennett,TE6,61.0,,,64.0
62,Davante Adams LAR (),WR25,58.0,,,65.3
63,T.J. Yeldon,RB23,60.0,,,66.7
64,Seattle Seahawks DST (9),DST1,74.0,,,67.8
65,Todd Gurley II,RB24,68.0,,,69.7
66,Vincent Jackson,WR26,78.0,,,70.3
67,Chris Ivory,RB25,71.0,,,71.3
68,Ameer Abdullah,RB26,62.0,,,72.3
69,LeGarrette Blount,RB27,77.0,,,72.8
70,Rashad Jennings,RB28,55.0,,,73.3
71,Joique Bell,RB29,53.0,,,73.5
72,Doug Martin,RB30,66.0,,,74.8
73,Matthew Stafford LAR (),QB10,64.0,,,77.3
74,Jason Witten,TE7,73.0,,,77.7
75,Martavis Bryant,WR27,89.0,,,81.7
76,C.J. Spiller,RB31,80.0,,,82.0
77,Buffalo Bills DST (8),DST2,95.0,,,82.3
78,Giovani Bernard,RB32,76.0,,,82.3
79,Allen Robinson II,WR28,90.0,,,83.5
80,Houston Texans DST (9),DST3,101.0,,,84.2
81,Mike Wallace,WR29,70.0,,,85.7
82,Nelson Agholor,WR30,79.0,,,86.7
83,Eli Manning,QB11,85.0,,,89.2
84,Cam Newton,QB12,75.0,,,89.3
85,Steve Smith,WR31,82.0,,,89.7
86,Jordan Cameron,TE8,86.0,,,91.5
87,Ryan Tannehill,QB13,87.0,,,92.7
88,Stephen Gostkowski,K1,106.0,,,95.0
89,Charles Johnson,WR32,104.0,,,97.3
90,Tevin Coleman,RB33,88.0,,,97.3
91,Isaiah Crowell,RB34,98.0,,,97.5
92,Larry Fitzgerald,WR33,103.0,,,98.5
93,Roddy White,WR34,81.0,,,99.2
94,Los Angeles Rams DST (),DST4,110.0,,,99.8
95,Philip Rivers,QB14,99.0,,,101.3
96,John Brown,WR35,111.0,,,102.0
97,Alfred Blue,RB35,94.0,,,104.2
98,Victor Cruz,WR36,100.0,,,105.0
99,Ryan Mathews,RB36,93.0,,,105.3
100,Sam Bradford,QB15,92.0,,,107.7
101,Eric Decker,WR37,120.0,,,108.0
102,Tre Mason,RB37,84.0,,,109.3
103,Torrey Smith,WR38,142.0,,,110.3
104,Anquan Boldin,WR39,83.0,,,110.5
105,Delanie Walker,TE9,126.0,,,111.0
106,Adam Vinatieri,K2,147.0,,,111.7
107,Julius Thomas,TE10,96.0,,,112.8
108,Darren McFadden,RB38,105.0,,,112.8
109,Shane Vereen,RB39,112.0,,,117.0
110,Devonta Freeman,RB40,91.0,,,119.3
111,Arizona Cardinals DST (9),DST5,149.0,,,119.7
112,Zach Ertz WAS (8),TE11,131.0,,,120.2
113,Philadelphia Eagles DST (8),DST6,153.0,,,120.5
114,Marques Colston,WR40,108.0,,,121.0
115,Michael Floyd,WR41,97.0,,,121.5
116,Devin Funchess,WR42,119.0,,,122.5
117,Teddy Bridgewater,QB16,123.0,,,123.8
118,Pierre Garcon,WR43,133.0,,,128.3
119,Owen Daniels,TE12,129.0,,,128.7
120,Kendall Wright,WR44,118.0,,,130.2
121,Bishop Sankey,RB41,125.0,,,131.0
122,Dwayne Allen,TE13,107.0,,,107.0
123,Green Bay Packers DST (7),DST7,148.0,,,134.0
124,Antonio Gates,TE14,152.0,,,135.7
125,Stephen Hauschka,K3,162.0,,,135.8
126,Darren Sproles,RB42,132.0,,,136.2
127,Mason Crosby,K4,137.0,,,136.3
128,Dan Bailey,K5,181.0,,,139.2
129,DeAngelo Williams,RB43,156.0,,,139.5
130,Terrance Williams,WR45,121.0,,,140.0
131,Colin Kaepernick,QB17,139.0,,,140.8
132,Baltimore Ravens DST (9),DST8,157.0,,,141.2
133,Justin Tucker,K6,130.0,,,141.2
134,Reggie Bush,RB44,136.0,,,141.3
135,New England Patriots DST (4),DST9,192.0,,,142.0
136,Duke Johnson Jr.,RB45,143.0,,,142.8
137,Tyler Eifert,TE15,150.0,,,143.7
138,Joe Flacco CLE (11),QB18,109.0,,,124.0
139,Brandon LaFell,WR46,115.0,,,125.6
140,Miami Dolphins DST (5),DST10,113.0,,,125.6
141,DeVante Parker,WR47,155.0,,,147.3
142,Carson Palmer,QB19,128.0,,,147.3
143,Charles Sims,RB46,117.0,,,148.0
144,Denver Broncos DST (7),DST11,166.0,,,148.2
145,Jordy Nelson,WR48,49.0,,,96.5
146,Eddie Royal,WR49,135.0,,,129.2
147,Kyle Rudolph,TE16,102.0,,,150.8
148,Danny Woodhead,RB47,141.0,,,152.0
149,Coby Fleener,TE17,127.0,,,135.4
150,Vernon Davis,TE18,164.0,,,156.5
151,Jay Cutler,QB20,114.0,,,137.8
152,New York Jets DST (5),DST12,145.0,,,138.2
153,Percy Harvin,WR50,138.0,,,158.5
154,Andre Williams,RB48,193.0,,,160.5
155,David Johnson,RB49,168.0,,,161.2
156,Michael Crabtree,WR51,185.0,,,161.2
157,Breshad Perriman,WR52,167.0,,,161.3
158,Marcus Mariota WAS (8),QB21,178.0,,,163.0
159,Cody Parkey,K7,161.0,,,148.6
160,Knile Davis,RB50,134.0,,,149.4
161,Ronnie Hillman,RB51,158.0,,,150.4
162,Kansas City Chiefs DST (9),DST13,140.0,,,168.2
163,Cody Latimer,WR53,177.0,,,172.3
164,Alex Smith,QB22,170.0,,,156.8
165,Matt Bryant,K8,203.0,,,173.5
166,Heath Miller,TE19,146.0,,,158.6
167,Jameis Winston NYG (11),QB23,171.0,,,161.0
168,Doug Baldwin,WR54,124.0,,,161.2
169,Carolina Panthers DST (5),DST14,116.0,,,161.4
170,David Cobb,RB52,144.0,,,163.0
171,Steve Johnson,WR55,172.0,,,163.8
172,Dan Carpenter,K9,207.0,,,143.0
173,Derek Carr,QB24,174.0,,,166.2
174,Matt Prater,K10,232.0,,,180.7
175,Dorial Green-Beckham,WR56,208.0,,,180.8
176,Sebastian Janikowski,K11,236.0,,,184.0
177,Tyler Lockett TEN (4),WR57,,,,172.8
178,Richard Rodgers,TE20,190.0,,,176.0
179,Brian Quick,WR58,165.0,,,157.8
180,Kelvin Benjamin,WR59,,,,161.7
181,Markus Wheaton,WR60,151.0,,,167.5
182,Dallas Cowboys DST (6),DST15,210.0,,,165.5
183,Jonas Gray,RB53,122.0,,,137.0
184,Nick Foles,QB25,179.0,,,166.0
185,Matt Jones,RB54,175.0,,,167.0
186,Charles Clay,TE21,176.0,,,168.8
187,Kenny Stills,WR61,194.0,,,169.0
188,Montee Ball,RB55,182.0,,,172.3
189,Minnesota Vikings DST (5),DST16,225.0,,,199.3
190,Andy Dalton CAR (5),QB26,163.0,,,175.3
191,Kevin White,WR62,,,,152.0
192,Brandon Coleman,WR63,197.0,,,177.3
193,Josh Hill,TE22,160.0,,,153.0
194,Fred Jackson,RB56,206.0,,,196.0
195,Marvin Jones Jr.,WR64,187.0,,,179.8
196,Rueben Randle,WR65,209.0,,,183.0
197,Terrance West,RB57,221.0,,,183.3
198,Cincinnati Bengals DST (7),DST17,184.0,,,183.3
199,Donte Moncrief,WR66,,,,185.0
200,Pittsburgh Steelers DST (11),DST18,218.0,,,187.5
201,Denard Robinson,RB58,219.0,,,188.5
202,Malcom Floyd,WR67,159.0,,,169.0
203,Connor Barth,K12,183.0,,,186.7
204,Larry Donnell,TE23,195.0,,,171.3
205,James Jones,WR68,,,,171.3
206,Detroit Lions DST (9),DST19,215.0,,,193.3
207,Blair Walsh,K13,237.0,,,205.6
208,Ty Montgomery II,RB59,201.0,,,176.0
209,Phillip Dorsett II,WR69,205.0,,,195.0
210,San Francisco 49ers DST (10),DST20,,,,178.0
211,New York Giants DST (11),DST21,230.0,,,181.0
212,Brandon McManus GB (7),K14,173.0,,,199.8
213,Randy Bullock,K15,,,,148.0
214,Christine Michael,RB60,,,,184.3
215,Eric Ebron,TE24,213.0,,,190.0
216,Austin Seferian-Jenkins,TE25,169.0,,,191.3
217,Jared Cook,TE26,154.0,,,213.7
218,Tyrod Taylor NYJ (5),QB27,198.0,,,192.3
219,Reggie Wayne,WR70,200.0,,,193.3
220,Indianapolis Colts DST (10),DST22,235.0,,,194.0
221,Chicago Bears DST (7),DST23,,,,165.5
222,Roy Helu,RB61,180.0,,,195.7
223,Blake Bortles,QB28,189.0,,,213.7
224,Jordan Reed,TE27,202.0,,,202.0
225,James Starks,RB62,204.0,,,203.0
226,Mohamed Sanu Sr.,WR71,,,,180.5
227,Khiry Robinson,RB63,,,,208.3
228,Kirk Cousins ATL (10),QB29,196.0,,,181.5
229,Jerick McKinnon,RB64,226.0,,,205.7
230,Cameron Artis-Payne,RB65,,,,183.0
231,Phil Dawson,K16,244.0,,,218.8
232,Ahmad Bradshaw,RB66,,,,251.5
233,Wes Welker,WR72,,,,246.0
234,Dwayne Bowe,WR73,188.0,,,217.0
235,Robbie Gould,K17,,,,191.5
236,Cordarrelle Patterson PIT (11),RB67,191.0,,,194.5
237,Jeff Janis,WR74,217.0,,,242.3
238,Cecil Shorts,WR75,,,,195.0
239,Stevan Ridley,RB68,,,,210.5
240,Nick Folk,K18,245.0,,,220.3
241,Jaelen Strong,WR76,,,,213.0
242,Josh Scobee,K19,216.0,,,201.0
243,Ladarius Green,TE28,229.0,,,218.3
244,Robert Griffin III,QB30,,,,206.0
245,Allen Hurns,WR77,234.0,,,233.7
246,Bobby Rainey,RB69,,,,253.5
247,Josh Brown,K20,243.0,,,246.7
248,Virgil Green,TE29,186.0,,,247.0
249,Caleb Sturgis,K21,246.0,,,244.3
250,Brandon Bolden,RB70,,,,191.0
251,Nick Novak,K22,250.0,,,234.7
252,Jay Ajayi,RB71,,,,193.0
253,Branden Oliver,RB72,224.0,,,224.5
254,Lorenzo Taliaferro,RB73,,,,236.5
255,Chandler Catanzaro,K23,199.0,,,229.0
256,New Orleans Saints DST (11),DST24,,,,200.0
257,Kenny Britt,WR78,231.0,,,226.5
258,Greg Zuerlein,K24,241.0,,,228.0
259,Theo Riddick,RB74,214.0,,,229.5
260,Stedman Bailey,WR79,,,,209.0
261,Tavon Austin,WR80,211.0,,,239.0
262,Dan Herron,RB75,212.0,,,245.5
263,Leonard Hankerson,WR81,239.0,,,233.0
264,Cole Beasley,WR82,,,,220.0
265,Danny Amendola,WR83,220.0,,,257.5
266,Andrew Hawkins,WR84,222.0,,,247.0
267,Greg Jennings,WR85,223.0,,,261.5
268,Sammie Coates,WR86,,,,224.0
269,Los Angeles Chargers DST (),DST25,227.0,,,252.0
270,Ryan Mallett,QB31,,,,228.0
271,Atlanta Falcons DST (10),DST26,228.0,,,294.5
272,Ryan Fitzpatrick,QB32,,,,231.0
273,Garrett Hartley,K25,233.0,,,273.5
274,Aaron Dobson,WR87,,,,237.0
275,Washington Commanders DST (8),DST27,238.0,,,249.0
276,Ray Rice,RB76,,,,239.0
277,Chris Polk,RB77,,,,240.0
278,Chris Johnson,RB78,240.0,,,248.5
279,Mychal Rivera,TE30,242.0,,,288.0
280,Trent Richardson,RB79,,,,246.0
281,Taylor Gabriel,WR88,,,,247.0
282,Lance Dunbar,RB80,247.0,,,250.5
283,Tampa Bay Buccaneers DST (6),DST28,,,,248.0
284,Dustin Hopkins CLE (11),K26,248.0,,,250.0
285,James White,RB81,,,,249.0
286,Graham Gano NYG (11),K27,251.0,,,250.5
287,Damien Williams,RB82,249.0,,,299.5
288,Jacksonville Jaguars DST (8),DST29,,,,251.0
289,Brian Hoyer,QB33,,,,253.0
290,Jeremy Langford,RB83,,,,255.0
291,Josh McCown,QB34,,,,256.0
292,Cleveland Browns DST (11),DST30,,,,258.0
293,Riley Cooper,WR89,,,,262.0
294,Justin Hardy,WR90,,,,264.0
295,Javorius Allen,RB84,,,,266.0
296,Mark Sanchez,QB35,,,,270.0
297,Maxx Williams,TE31,,,,271.0
298,Fozzy Whittaker,RB85,,,,274.0
299,Johnny Manziel,QB36,,,,276.0
300,Jacquizz Rodgers,RB86,,,,278.0
301,Brandon Weeden,QB37,,,,281.0
302,Zac Stacy,RB87,,,,284.0
303,Jermaine Kearse,WR91,,,,285.0
304,Marqise Lee,WR92,,,,286.0
305,Brock Osweiler,QB38,,,,287.0
306,Scott Chandler,TE32,,,,288.0
307,Josh Robinson,RB88,,,,290.0
308,Robert Turbin,RB89,,,,291.0
309,Benjamin Watson,TE33,,,,292.0
310,Dri Archer,RB90,,,,294.0
311,Devin Smith,WR93,,,,296.0
312,Mike Nugent,K28,,,,297.0
313,Kamar Aiken,WR94,,,,298.0
314,Andrew Quarless,TE34,,,,299.0
315,Geno Smith LV (),QB39,,,,303.0
316,Jamison Crowder,WR95,,,,304.0
317,Jimmy Garoppolo LAR (),QB40,,,,305.0
318,De'Anthony Thomas,WR96,,,,306.0
319,Nick Toon,WR97,,,,307.0
320,Marlon Brown,WR98,,,,309.0
321,Harry Douglas,WR99,,,,310.0
322,Chris Conley,WR100,,,,311.0
323,Benny Cunningham Jr.,RB91,,,,312.0
324,Brian Hartline,WR101,,,,313.0
325,Josh Gordon,WR102,,,,315.0
326,Robert Woods PIT (11),WR103,,,,316.0
327,Jimmy Clausen,QB41,,,,317.0
328,Justin Hunter,WR104,,,,318.0
329,Cairo Santos CHI (7),K29,,,,320.0
330,Garrett Graham,TE35,,,,321.0
331,E.J. Manuel,QB42,,,,322.0
332,Clive Walford,TE36,,,,323.0
333,Tim Tebow,TE37,,,,324.0
334,Matt Cassel,QB43,,,,325.0
335,Jarius Wright,WR105,,,,326.0
336,Hakeem Nicks,WR106,,,,328.0
337,Gavin Escobar,TE38,,,,329.0
338,Jacob Tamme,TE39,,,,330.0
339,Jace Amaro,TE40,,,,331.0
340,Marquess Wilson,WR107,,,,332.0
341,Ryan Succop,K30,,,,333.0
342,Ka'Deem Carey,RB92,,,,335.0
343,James Casey,TE41,,,,336.0
344,Corey Brown,WR108,,,,337.0
345,Nate Washington,WR109,,,,339.0
346,Lance Kendricks,TE42,,,,340.0
347,Toby Gerhart,RB93,,,,341.0
348,Kai Forbath LAR (),K31,,,,342.0
349,Bilal Powell,RB94,,,,343.0
350,Mike Tolbert,RB95,,,,344.0
351,Dion Sims,TE43,,,,345.0
352,Dexter McCluster,RB96,,,,346.0
353,Brent Celek,TE44,,,,347.0
354,Marcedes Lewis,TE45,,,,348.0
355,Matt Asiata,RB97,,,,349.0
356,Crockett Gillmore,TE46,,,,351.0
357,Shaun Suisham,K32,,,,352.0
358,Blaine Gabbert,QB44,,,,353.0
359,Devin Hester,WR110,,,,354.0
360,Jerricho Cotchery,WR111,,,,356.0
361,Josh Lambo,K33,,,,357.0
362,Drew Stanton,QB45,,,,358.0
363,AJ McCarron,QB46,,,,359.0
364,Travis Coons,K34,,,,360.0
365,Tyler Clutts,RB98,,,,362.0
366,Chris Hogan,WR112,,,,363.0
367,Derek Anderson,QB47,,,,364.0
368,Shaun Hill,QB48,,,,365.0
369,Rashad Ross,WR113,,,,366.0
370,Tennessee Titans DST (4),DST31,,,,367.0
371,Ricardo Lockette,WR114,,,,369.0
372,Jarryd Hayne,RB99,,,,370.0
373,Travaris Cadet,RB100,,,,371.0
374,Jeff Cumberland,TE47,,,,372.0
375,Las Vegas Raiders DST (),DST32,,,,373.0
376,Andre Caldwell,WR115,,,,374.0
377,Jonathan Grimes,RB101,,,,375.0
378,Juwan Thompson,RB102,,,,376.0
379,Dion Lewis,RB103,,,,377.0
380,J.J. Nelson,WR116,,,,378.0
381,Zach Zenner,RB104,,,,379.0
382,Joseph Fauria,TE48,,,,380.0
383,David Akers,K35,,,,382.0
384,Bryce Brown,RB105,,,,383.0
385,Ryan Williams,RB106,,,,384.0
386,Tim Wright,TE49,,,,385.0
387,Zach Hocker,K36,,,,386.0
388,Matt Hasselbeck,QB49,,,,387.0
389,Ted Ginn Jr.,WR117,,,,388.0
390,Ryan Nassib,QB50,,,,389.0
391,Luke McCown,QB51,,,,390.0
392,Matt McGloin,QB52,,,,391.0
393,Andre Roberts,WR118,,,,392.0
394,Kellen Clemens,QB53,,,,393.0
395,Colt McCoy,QB54,,,,394.0
396,Vince Young,QB55,,,,395.0
397,Sean Renfree,QB56,,,,396.0
398,Kendall Hunter,RB107,,,,397.0
399,Matt Schaub,QB57,,,,398.0
400,Matt Moore,QB58,,,,399.0
401,Steven Jackson,RB108,,,,400.0
402,Michael Vick,QB59,,,,401.0
403,Josh Huff,WR119,,,,402.0
404,Deonte Thompson,WR120,,,,403.0
405,Tarvaris Jackson,QB60,,,,404.0
406,Scott Tolzien,QB61,,,,405.0
407,Miles Austin,WR121,,,,406.0
408,Mike Glennon,QB62,,,,407.0
409,Jordan Gay,K37,,,,408.0
410,T.J. Yates,QB63,,,,409.0
411,Gary Barnidge,TE50,,,,410.0
412,Michael Dyer,RB109,,,,411.0
413,Rob Housler,TE51,,,,412.0
414,Billy Cundiff,K38,,,,413.0
415,Will Johnson,RB110,,,,414.0
416,Antonio Andrews,RB111,,,,415.0
417,Shonn Greene,RB112,,,,416.0
418,Tyler Kroft,TE52,,,,417.0
419,Brandon Pettigrew,TE53,,,,418.0
420,Kris Brown,K39,,,,419.0
421,Landry Jones,QB64,,,,420.0
422,Lance Moore,WR122,,,,422.0
423,Greg Salas,WR123,,,,423.0
424,Corey Fuller,WR124,,,,424.0
425,Dan Gronkowski,TE54,,,,425.0
426,Dan Orlovsky,QB65,,,,426.0
